lot_id,species_common,scientific_name,lot_mass_kg,product_form,handling_scenario,prehistory_equivalent_ice_h,baseline_shelf_life_h,target_market_node_id,traceability_status,origin_node_id,min_temp_c,mean_temp_c,max_temp_c,time_above_4c_h,time_above_10c_h,time_above_15c_h,equivalent_ice_age_h,remaining_quality_window_h,logger_missing_intervals,eye_demerit_0_3,gill_demerit_0_3,odor_demerit_0_3,texture_demerit_0_3,mucus_demerit_0_3,belly_burst_flag,total_proxy_0_16,condition_status,risk_score_0_100,recommended_action,candidate_destination_node_id,rationale,human_override_required
PGB-LMR-0001,lemuru,Sardinella lemuru,317.0,whole_fresh,controlled_ice,0.0,168.0,N004,COMPLETE,N001,1.09,1.42,10.0,1.0,0.0,0.0,62.45,105.55,0,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,32.2,HOLD_CHILLED,N004,RSL 105.6 h; sensory 5/16; gaps 0,YES
PGB-LMR-0074,lemuru,Sardinella lemuru,1218.0,whole_fresh,delayed_chilling_2h,12.0,168.0,N005,COMPLETE,N001,1.09,2.27,21.16,3.75,2.5,1.75,86.56,81.44,0,2.0,2.0,2.0,2.0,1.0,0,9.0,CHECK,51.5,RE_ICE_AND_ROUTE,N005,RSL 81.4 h; sensory 9/16; gaps 0,YES
PGB-LMR-0075,lemuru,Sardinella lemuru,1355.0,whole_fresh,melted_ice,12.0,168.0,N006,COMPLETE,N001,1.1,6.11,11.1,29.25,14.5,0.0,143.67,24.33,0,3.0,3.0,3.0,3.0,2.0,0,14.0,POOR,82.2,LOCAL_FRESH_ONLY,N006,RSL 24.3 h; sensory 14/16; gaps 0,YES
PGB-LMR-0076,lemuru,Sardinella lemuru,1492.0,whole_fresh,loading_excursion,12.0,168.0,N007,COMPLETE,N001,1.09,2.13,16.28,4.75,1.75,0.5,85.1,82.9,0,2.0,2.0,2.0,2.0,1.0,0,9.0,CHECK,50.5,RE_ICE_AND_ROUTE,N007,RSL 82.9 h; sensory 9/16; gaps 0,YES
PGB-LMR-0077,lemuru,Sardinella lemuru,1629.0,frozen,warm_auction_delay,12.0,168.0,N018,COMPLETE,N001,-18.1,-14.6,14.0,1.5,0.25,0.0,48.32,119.68,0,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,33.3,PROCESS_EXPORT_CANDIDATE,N018,RSL 119.7 h; sensory 5/16; gaps 0,YES
PGB-LMR-0078,lemuru,Sardinella lemuru,1766.0,frozen,reice_recovery,12.0,168.0,N019,PARTIAL,N001,-18.1,-14.74,9.0,1.0,0.0,0.0,46.86,121.14,0,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,31.3,PROCESS_EXPORT_CANDIDATE,N019,RSL 121.1 h; sensory 5/16; gaps 0,YES
PGB-LMR-0079,lemuru,Sardinella lemuru,1903.0,processed,logger_gap,12.0,168.0,N020,COMPLETE,N001,-18.1,-14.66,12.0,1.25,0.0,0.0,45.81,122.19,12,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,31.4,PROCESS_EXPORT_CANDIDATE,N020,RSL 122.2 h; sensory 5/16; gaps 12,YES
PGB-LMR-0080,lemuru,Sardinella lemuru,220.0,whole_fresh,freezer_transfer,12.0,168.0,N005,COMPLETE,N001,1.49,1.73,7.0,0.75,0.0,0.0,77.91,90.09,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,42.6,RE_ICE_AND_ROUTE,N005,RSL 90.1 h; sensory 7/16; gaps 0,YES
PGB-LMR-0081,lemuru,Sardinella lemuru,357.0,whole_fresh,controlled_ice,24.0,168.0,N006,COMPLETE,N001,1.09,1.42,10.0,1.25,0.0,0.0,86.43,81.57,0,2.0,2.0,2.0,2.0,1.0,0,9.0,CHECK,48.8,RE_ICE_AND_ROUTE,N006,RSL 81.6 h; sensory 9/16; gaps 0,YES
PGB-LMR-0082,lemuru,Sardinella lemuru,494.0,whole_fresh,delayed_chilling_2h,24.0,168.0,N007,COMPLETE,N001,1.09,2.29,21.71,3.75,2.5,1.75,98.7,69.3,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,57.7,RE_ICE_AND_ROUTE,N007,RSL 69.3 h; sensory 10/16; gaps 0,YES
PGB-LMR-0083,lemuru,Sardinella lemuru,631.0,whole_fresh,melted_ice,24.0,168.0,N008,COMPLETE,N001,1.1,6.12,11.1,29.0,14.5,0.0,155.78,12.22,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,88.3,LOCAL_FRESH_ONLY,N008,RSL 12.2 h; sensory 15/16; gaps 0,YES
PGB-LMR-0084,lemuru,Sardinella lemuru,768.0,whole_fresh,loading_excursion,24.0,168.0,N002,PARTIAL,N001,1.09,2.25,18.63,5.0,1.75,1.0,98.83,69.17,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,57.2,RE_ICE_AND_ROUTE,N002,RSL 69.2 h; sensory 10/16; gaps 0,YES
PGB-LMR-0085,lemuru,Sardinella lemuru,905.0,whole_fresh,warm_auction_delay,24.0,168.0,N004,COMPLETE,N001,1.29,5.67,29.23,10.25,8.75,8.5,132.24,35.76,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,76.0,MANUAL_INSPECTION,N004,RSL 35.8 h; sensory 12/16; gaps 0,YES
PGB-LMR-0086,lemuru,Sardinella lemuru,1042.0,whole_fresh,reice_recovery,24.0,168.0,N005,COMPLETE,N001,0.89,2.87,22.67,7.0,4.0,2.75,106.86,61.14,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.9,RE_ICE_AND_ROUTE,N005,RSL 61.1 h; sensory 10/16; gaps 0,YES
PGB-LMR-0087,lemuru,Sardinella lemuru,1179.0,frozen,logger_gap,24.0,168.0,N018,COMPLETE,N001,-18.1,-14.66,12.0,1.25,0.0,0.0,57.82,110.18,12,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,35.4,PROCESS_EXPORT_CANDIDATE,N018,RSL 110.2 h; sensory 5/16; gaps 12,YES
PGB-LMR-0088,lemuru,Sardinella lemuru,1316.0,frozen,freezer_transfer,24.0,168.0,N019,COMPLETE,N001,-18.1,-14.79,7.0,0.75,0.0,0.0,58.35,109.65,0,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,31.8,PROCESS_EXPORT_CANDIDATE,N019,RSL 109.7 h; sensory 5/16; gaps 0,YES
PGB-LMR-0089,lemuru,Sardinella lemuru,1453.0,processed,controlled_ice,24.0,168.0,N020,COMPLETE,N001,-18.1,-14.71,10.0,1.0,0.0,0.0,59.14,108.86,0,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,31.1,PROCESS_EXPORT_CANDIDATE,N020,RSL 108.9 h; sensory 5/16; gaps 0,YES
PGB-LMR-0090,lemuru,Sardinella lemuru,1590.0,whole_fresh,delayed_chilling_2h,24.0,168.0,N002,PARTIAL,N001,1.09,2.3,21.96,3.75,2.5,1.75,98.82,69.18,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,57.7,RE_ICE_AND_ROUTE,N002,RSL 69.2 h; sensory 10/16; gaps 0,YES
PGB-LMR-0091,lemuru,Sardinella lemuru,1727.0,whole_fresh,melted_ice,24.0,168.0,N004,COMPLETE,N001,1.09,6.11,11.1,29.25,14.5,0.0,155.68,12.32,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,88.3,LOCAL_FRESH_ONLY,N004,RSL 12.3 h; sensory 15/16; gaps 0,YES
PGB-LMR-0092,lemuru,Sardinella lemuru,1864.0,whole_fresh,loading_excursion,24.0,168.0,N005,COMPLETE,N001,1.09,2.23,18.4,5.0,1.75,0.75,98.47,69.53,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,57.1,RE_ICE_AND_ROUTE,N005,RSL 69.5 h; sensory 10/16; gaps 0,YES
PGB-LMR-0093,lemuru,Sardinella lemuru,181.0,whole_fresh,warm_auction_delay,24.0,168.0,N006,COMPLETE,N001,1.29,5.75,29.67,10.25,9.0,8.5,132.34,35.66,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,76.1,MANUAL_INSPECTION,N006,RSL 35.7 h; sensory 12/16; gaps 0,YES
PGB-LMR-0094,lemuru,Sardinella lemuru,318.0,whole_fresh,reice_recovery,24.0,168.0,N007,COMPLETE,N001,0.89,2.82,22.41,6.75,4.0,2.75,106.47,61.53,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.7,RE_ICE_AND_ROUTE,N007,RSL 61.5 h; sensory 10/16; gaps 0,YES
PGB-LMR-0095,lemuru,Sardinella lemuru,455.0,whole_fresh,logger_gap,24.0,168.0,N008,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,87.27,80.73,12,2.0,2.0,2.0,2.0,1.0,0,9.0,CHECK,53.8,MANUAL_INSPECTION,N008,RSL 80.7 h; sensory 9/16; gaps 12,YES
PGB-LMR-0096,lemuru,Sardinella lemuru,592.0,whole_fresh,freezer_transfer,24.0,168.0,N002,PARTIAL,N001,1.49,1.73,7.0,0.75,0.0,0.0,89.89,78.11,0,2.0,2.0,2.0,2.0,1.0,0,9.0,CHECK,50.9,RE_ICE_AND_ROUTE,N002,RSL 78.1 h; sensory 9/16; gaps 0,YES
PGB-LMR-0097,lemuru,Sardinella lemuru,729.0,frozen,controlled_ice,24.0,168.0,N018,COMPLETE,N001,-18.1,-14.71,10.0,1.0,0.0,0.0,59.17,108.83,0,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,31.1,PROCESS_EXPORT_CANDIDATE,N018,RSL 108.8 h; sensory 5/16; gaps 0,YES
PGB-LMR-0098,lemuru,Sardinella lemuru,866.0,frozen,delayed_chilling_2h,24.0,168.0,N019,COMPLETE,N001,-18.1,-14.63,13.0,1.5,0.25,0.0,60.06,107.94,0,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,34.1,PROCESS_EXPORT_CANDIDATE,N019,RSL 107.9 h; sensory 5/16; gaps 0,YES
PGB-LMR-0099,lemuru,Sardinella lemuru,1003.0,processed,melted_ice,24.0,168.0,N020,COMPLETE,N001,-18.1,-14.76,8.0,0.75,0.0,0.0,58.64,109.36,0,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,34.6,PROCESS_EXPORT_CANDIDATE,N020,RSL 109.4 h; sensory 5/16; gaps 0,YES
PGB-LMR-0100,lemuru,Sardinella lemuru,1140.0,whole_fresh,loading_excursion,24.0,168.0,N007,COMPLETE,N001,1.09,2.22,17.83,5.0,1.75,0.75,98.39,69.61,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,57.1,RE_ICE_AND_ROUTE,N007,RSL 69.6 h; sensory 10/16; gaps 0,YES
PGB-LMR-0101,lemuru,Sardinella lemuru,1277.0,whole_fresh,warm_auction_delay,24.0,168.0,N008,COMPLETE,N001,1.29,5.85,30.43,10.25,9.0,8.5,132.44,35.56,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,76.1,MANUAL_INSPECTION,N008,RSL 35.6 h; sensory 12/16; gaps 0,YES
PGB-LMR-0102,lemuru,Sardinella lemuru,1414.0,whole_fresh,reice_recovery,24.0,168.0,N002,PARTIAL,N001,0.89,2.8,21.89,6.75,4.0,2.5,106.37,61.63,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.7,RE_ICE_AND_ROUTE,N002,RSL 61.6 h; sensory 10/16; gaps 0,YES
PGB-LMR-0103,lemuru,Sardinella lemuru,1551.0,whole_fresh,logger_gap,24.0,168.0,N004,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,87.34,80.66,12,2.0,2.0,2.0,2.0,1.0,0,9.0,CHECK,53.8,MANUAL_INSPECTION,N004,RSL 80.7 h; sensory 9/16; gaps 12,YES
PGB-LMR-0104,lemuru,Sardinella lemuru,1688.0,whole_fresh,freezer_transfer,24.0,168.0,N005,COMPLETE,N001,1.49,1.74,7.0,0.75,0.0,0.0,89.92,78.08,0,2.0,2.0,2.0,2.0,1.0,0,9.0,CHECK,50.9,RE_ICE_AND_ROUTE,N005,RSL 78.1 h; sensory 9/16; gaps 0,YES
PGB-LMR-0105,lemuru,Sardinella lemuru,1825.0,whole_fresh,controlled_ice,24.0,168.0,N006,COMPLETE,N001,1.09,1.42,10.0,1.0,0.0,0.0,86.41,81.59,0,2.0,2.0,2.0,2.0,1.0,0,9.0,CHECK,48.8,RE_ICE_AND_ROUTE,N006,RSL 81.6 h; sensory 9/16; gaps 0,YES
PGB-LMR-0106,lemuru,Sardinella lemuru,1962.0,whole_fresh,delayed_chilling_2h,24.0,168.0,N007,COMPLETE,N001,1.09,2.23,20.13,3.75,2.5,1.75,98.3,69.7,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,57.6,RE_ICE_AND_ROUTE,N007,RSL 69.7 h; sensory 10/16; gaps 0,YES
PGB-LMR-0107,lemuru,Sardinella lemuru,279.0,frozen,melted_ice,24.0,168.0,N018,COMPLETE,N001,-18.1,-14.76,8.0,0.75,0.0,0.0,58.58,109.42,0,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,34.6,PROCESS_EXPORT_CANDIDATE,N018,RSL 109.4 h; sensory 5/16; gaps 0,YES
PGB-LMR-0108,lemuru,Sardinella lemuru,416.0,frozen,loading_excursion,24.0,168.0,N019,PARTIAL,N001,-18.1,-14.68,11.0,1.0,0.0,0.0,59.41,108.59,0,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,33.4,PROCESS_EXPORT_CANDIDATE,N019,RSL 108.6 h; sensory 5/16; gaps 0,YES
PGB-LMR-0109,lemuru,Sardinella lemuru,553.0,processed,warm_auction_delay,24.0,168.0,N020,COMPLETE,N001,-18.1,-14.6,14.0,1.5,0.25,0.0,60.31,107.69,0,1.0,1.0,2.0,1.0,1.0,0,6.0,CHECK,39.4,PROCESS_EXPORT_CANDIDATE,N020,RSL 107.7 h; sensory 6/16; gaps 0,YES
PGB-LMR-0110,lemuru,Sardinella lemuru,690.0,whole_fresh,reice_recovery,24.0,168.0,N005,COMPLETE,N001,0.89,2.77,21.92,6.75,4.0,2.5,106.07,61.93,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.6,RE_ICE_AND_ROUTE,N005,RSL 61.9 h; sensory 10/16; gaps 0,YES
PGB-LMR-0111,lemuru,Sardinella lemuru,827.0,whole_fresh,logger_gap,24.0,168.0,N006,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,87.25,80.75,12,2.0,2.0,2.0,2.0,1.0,0,9.0,CHECK,53.8,MANUAL_INSPECTION,N006,RSL 80.7 h; sensory 9/16; gaps 12,YES
PGB-LMR-0112,lemuru,Sardinella lemuru,964.0,whole_fresh,freezer_transfer,24.0,168.0,N007,COMPLETE,N001,1.49,1.73,7.0,0.75,0.0,0.0,89.88,78.12,0,2.0,2.0,2.0,2.0,1.0,0,9.0,CHECK,50.9,RE_ICE_AND_ROUTE,N007,RSL 78.1 h; sensory 9/16; gaps 0,YES
PGB-LMR-0113,lemuru,Sardinella lemuru,1101.0,whole_fresh,controlled_ice,24.0,168.0,N008,COMPLETE,N001,1.09,1.42,10.0,1.0,0.0,0.0,86.4,81.6,0,2.0,2.0,2.0,2.0,1.0,0,9.0,CHECK,48.8,RE_ICE_AND_ROUTE,N008,RSL 81.6 h; sensory 9/16; gaps 0,YES
PGB-LMR-0114,lemuru,Sardinella lemuru,1238.0,whole_fresh,delayed_chilling_2h,24.0,168.0,N002,PARTIAL,N001,1.09,2.24,20.6,3.75,2.5,1.75,98.35,69.65,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,57.6,RE_ICE_AND_ROUTE,N002,RSL 69.7 h; sensory 10/16; gaps 0,YES
PGB-LMR-0115,lemuru,Sardinella lemuru,1375.0,whole_fresh,melted_ice,24.0,168.0,N004,COMPLETE,N001,1.1,6.12,11.1,28.75,14.25,0.0,155.75,12.25,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,88.3,LOCAL_FRESH_ONLY,N004,RSL 12.2 h; sensory 15/16; gaps 0,YES
PGB-LMR-0116,lemuru,Sardinella lemuru,1512.0,whole_fresh,loading_excursion,24.0,168.0,N005,COMPLETE,N001,1.09,2.18,16.91,5.0,1.75,0.5,97.77,70.23,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,56.9,RE_ICE_AND_ROUTE,N005,RSL 70.2 h; sensory 10/16; gaps 0,YES
PGB-LMR-0117,lemuru,Sardinella lemuru,1649.0,frozen,warm_auction_delay,24.0,168.0,N018,COMPLETE,N001,-18.1,-14.6,14.0,1.5,0.25,0.0,60.38,107.62,0,1.0,1.0,2.0,1.0,1.0,0,6.0,CHECK,39.4,PROCESS_EXPORT_CANDIDATE,N018,RSL 107.6 h; sensory 6/16; gaps 0,YES
PGB-LMR-0118,lemuru,Sardinella lemuru,1786.0,frozen,reice_recovery,24.0,168.0,N019,COMPLETE,N001,-18.1,-14.73,9.0,1.0,0.0,0.0,58.91,109.09,0,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,35.2,PROCESS_EXPORT_CANDIDATE,N019,RSL 109.1 h; sensory 5/16; gaps 0,YES
PGB-LMR-0119,lemuru,Sardinella lemuru,1923.0,processed,logger_gap,24.0,168.0,N020,COMPLETE,N001,-18.1,-14.65,12.0,1.25,0.0,0.0,57.85,110.15,12,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,35.4,PROCESS_EXPORT_CANDIDATE,N020,RSL 110.2 h; sensory 5/16; gaps 12,YES
PGB-LMR-0120,lemuru,Sardinella lemuru,240.0,whole_fresh,freezer_transfer,24.0,168.0,N002,PARTIAL,N001,1.49,1.74,7.0,0.75,0.0,0.0,89.93,78.07,0,2.0,2.0,2.0,2.0,1.0,0,9.0,CHECK,50.9,RE_ICE_AND_ROUTE,N002,RSL 78.1 h; sensory 9/16; gaps 0,YES
PGB-LMR-0121,lemuru,Sardinella lemuru,377.0,whole_fresh,controlled_ice,36.0,168.0,N004,COMPLETE,N001,1.09,1.42,10.0,1.0,0.0,0.0,98.43,69.57,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,54.9,RE_ICE_AND_ROUTE,N004,RSL 69.6 h; sensory 10/16; gaps 0,YES
PGB-LMR-0122,lemuru,Sardinella lemuru,514.0,whole_fresh,delayed_chilling_2h,36.0,168.0,N006,COMPLETE,N001,1.09,2.25,20.73,3.75,2.5,1.75,110.48,57.52,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.5,DOMESTIC_CHILLED,N006,RSL 57.5 h; sensory 10/16; gaps 0,YES
PGB-LMR-0123,lemuru,Sardinella lemuru,651.0,whole_fresh,melted_ice,36.0,168.0,N006,COMPLETE,N001,1.09,6.11,11.1,29.0,14.75,0.0,167.72,0.28,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.2,PROCESS_IMMEDIATELY,N006,RSL 0.3 h; sensory 15/16; gaps 0,YES
PGB-LMR-0124,lemuru,Sardinella lemuru,788.0,whole_fresh,loading_excursion,36.0,168.0,N008,COMPLETE,N001,1.09,2.15,16.7,5.0,1.75,0.5,109.36,58.64,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,60.7,DOMESTIC_CHILLED,N008,RSL 58.6 h; sensory 10/16; gaps 0,YES
PGB-LMR-0125,lemuru,Sardinella lemuru,925.0,whole_fresh,warm_auction_delay,36.0,168.0,N008,COMPLETE,N001,1.29,6.07,31.02,10.25,9.0,8.5,144.58,23.42,0,3.0,3.0,3.0,3.0,2.0,0,14.0,POOR,84.5,MANUAL_INSPECTION,N008,RSL 23.4 h; sensory 14/16; gaps 0,YES
PGB-LMR-0126,lemuru,Sardinella lemuru,1062.0,whole_fresh,reice_recovery,36.0,168.0,N004,PARTIAL,N001,0.89,2.95,24.0,6.75,4.0,3.25,119.3,48.7,0,2.0,2.0,3.0,2.0,2.0,0,11.0,POOR,68.1,DOMESTIC_CHILLED,N004,RSL 48.7 h; sensory 11/16; gaps 0,YES
PGB-LMR-0127,lemuru,Sardinella lemuru,1199.0,frozen,logger_gap,36.0,168.0,N018,COMPLETE,N001,-18.1,-14.66,12.0,1.25,0.0,0.0,69.78,98.22,12,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,43.7,PROCESS_EXPORT_CANDIDATE,N018,RSL 98.2 h; sensory 7/16; gaps 12,YES
PGB-LMR-0128,lemuru,Sardinella lemuru,1336.0,frozen,freezer_transfer,36.0,168.0,N019,COMPLETE,N001,-18.1,-14.79,7.0,0.5,0.0,0.0,70.33,97.67,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,40.1,PROCESS_EXPORT_CANDIDATE,N019,RSL 97.7 h; sensory 7/16; gaps 0,YES
PGB-LMR-0129,lemuru,Sardinella lemuru,1473.0,processed,controlled_ice,36.0,168.0,N020,COMPLETE,N001,-18.1,-14.71,10.0,1.0,0.0,0.0,71.14,96.86,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,39.4,PROCESS_EXPORT_CANDIDATE,N020,RSL 96.9 h; sensory 7/16; gaps 0,YES
PGB-LMR-0130,lemuru,Sardinella lemuru,1610.0,whole_fresh,delayed_chilling_2h,36.0,168.0,N008,COMPLETE,N001,1.09,2.27,21.32,3.75,2.5,1.75,110.55,57.45,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.6,DOMESTIC_CHILLED,N008,RSL 57.5 h; sensory 10/16; gaps 0,YES
PGB-LMR-0131,lemuru,Sardinella lemuru,1747.0,whole_fresh,melted_ice,36.0,168.0,N008,COMPLETE,N001,1.09,6.11,11.1,29.0,14.25,0.0,167.73,0.27,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.2,PROCESS_IMMEDIATELY,N008,RSL 0.3 h; sensory 15/16; gaps 0,YES
PGB-LMR-0132,lemuru,Sardinella lemuru,1884.0,whole_fresh,loading_excursion,36.0,168.0,N004,PARTIAL,N001,1.09,2.14,16.13,4.75,1.75,0.25,109.21,58.79,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,60.6,DOMESTIC_CHILLED,N004,RSL 58.8 h; sensory 10/16; gaps 0,YES
PGB-LMR-0133,lemuru,Sardinella lemuru,201.0,whole_fresh,warm_auction_delay,36.0,168.0,N004,COMPLETE,N001,1.29,5.59,28.55,10.25,8.75,8.25,144.09,23.91,0,3.0,3.0,3.0,3.0,2.0,0,14.0,POOR,84.3,MANUAL_INSPECTION,N004,RSL 23.9 h; sensory 14/16; gaps 0,YES
PGB-LMR-0134,lemuru,Sardinella lemuru,338.0,whole_fresh,reice_recovery,36.0,168.0,N006,COMPLETE,N001,0.89,2.92,23.22,6.75,4.0,2.75,119.19,48.81,0,2.0,2.0,3.0,2.0,2.0,0,11.0,POOR,68.1,DOMESTIC_CHILLED,N006,RSL 48.8 h; sensory 11/16; gaps 0,YES
PGB-LMR-0135,lemuru,Sardinella lemuru,475.0,whole_fresh,logger_gap,36.0,168.0,N006,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,99.36,68.64,12,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,59.9,MANUAL_INSPECTION,N006,RSL 68.6 h; sensory 10/16; gaps 12,YES
PGB-LMR-0136,lemuru,Sardinella lemuru,612.0,whole_fresh,freezer_transfer,36.0,168.0,N007,COMPLETE,N001,1.49,1.74,7.0,0.75,0.0,0.0,101.94,66.06,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,57.0,RE_ICE_AND_ROUTE,N007,RSL 66.1 h; sensory 10/16; gaps 0,YES
PGB-LMR-0137,lemuru,Sardinella lemuru,749.0,frozen,controlled_ice,36.0,168.0,N018,COMPLETE,N001,-18.1,-14.71,10.0,1.0,0.0,0.0,71.18,96.82,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,39.4,PROCESS_EXPORT_CANDIDATE,N018,RSL 96.8 h; sensory 7/16; gaps 0,YES
PGB-LMR-0138,lemuru,Sardinella lemuru,886.0,frozen,delayed_chilling_2h,36.0,168.0,N019,PARTIAL,N001,-18.1,-14.63,13.0,1.25,0.25,0.0,72.05,95.95,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,42.4,PROCESS_EXPORT_CANDIDATE,N019,RSL 96 h; sensory 7/16; gaps 0,YES
PGB-LMR-0139,lemuru,Sardinella lemuru,1023.0,processed,melted_ice,36.0,168.0,N020,COMPLETE,N001,-18.1,-14.76,8.0,0.75,0.0,0.0,70.6,97.4,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,42.9,PROCESS_EXPORT_CANDIDATE,N020,RSL 97.4 h; sensory 7/16; gaps 0,YES
PGB-LMR-0140,lemuru,Sardinella lemuru,1160.0,whole_fresh,loading_excursion,36.0,168.0,N006,COMPLETE,N001,1.09,2.25,18.79,5.0,1.75,1.0,110.7,57.3,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.1,DOMESTIC_CHILLED,N006,RSL 57.3 h; sensory 10/16; gaps 0,YES
PGB-LMR-0141,lemuru,Sardinella lemuru,1297.0,whole_fresh,warm_auction_delay,36.0,168.0,N006,COMPLETE,N001,1.29,5.66,29.06,10.0,9.0,8.5,144.25,23.75,0,3.0,3.0,3.0,3.0,2.0,0,14.0,POOR,84.3,MANUAL_INSPECTION,N006,RSL 23.8 h; sensory 14/16; gaps 0,YES
PGB-LMR-0142,lemuru,Sardinella lemuru,1434.0,whole_fresh,reice_recovery,36.0,168.0,N008,COMPLETE,N001,0.89,2.86,22.83,6.75,4.0,2.75,118.74,49.26,0,2.0,2.0,3.0,2.0,2.0,0,11.0,POOR,67.9,DOMESTIC_CHILLED,N008,RSL 49.3 h; sensory 11/16; gaps 0,YES
PGB-LMR-0143,lemuru,Sardinella lemuru,1571.0,whole_fresh,logger_gap,36.0,168.0,N008,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,99.24,68.76,12,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,59.9,MANUAL_INSPECTION,N008,RSL 68.8 h; sensory 10/16; gaps 12,YES
PGB-LMR-0144,lemuru,Sardinella lemuru,1708.0,whole_fresh,freezer_transfer,36.0,168.0,N002,PARTIAL,N001,1.49,1.73,7.0,0.75,0.0,0.0,101.86,66.14,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,57.0,RE_ICE_AND_ROUTE,N002,RSL 66.1 h; sensory 10/16; gaps 0,YES
PGB-LMR-0145,lemuru,Sardinella lemuru,1845.0,whole_fresh,controlled_ice,36.0,168.0,N004,COMPLETE,N001,1.09,1.42,10.0,1.0,0.0,0.0,98.37,69.63,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,54.9,RE_ICE_AND_ROUTE,N004,RSL 69.6 h; sensory 10/16; gaps 0,YES
PGB-LMR-0146,lemuru,Sardinella lemuru,1982.0,whole_fresh,delayed_chilling_2h,36.0,168.0,N006,COMPLETE,N001,1.09,2.3,22.13,3.75,2.5,1.75,110.79,57.21,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.6,DOMESTIC_CHILLED,N006,RSL 57.2 h; sensory 10/16; gaps 0,YES
PGB-LMR-0147,lemuru,Sardinella lemuru,299.0,frozen,melted_ice,36.0,168.0,N018,COMPLETE,N001,-18.1,-14.76,8.0,0.75,0.0,0.0,70.61,97.39,0,1.0,2.0,2.0,1.0,1.0,0,7.0,CHECK,42.9,PROCESS_EXPORT_CANDIDATE,N018,RSL 97.4 h; sensory 7/16; gaps 0,YES
